PV1MATH,CNTSCHID,CNTSTUID,PAREDINT,HOMEPOS,HISEI,GRADE,ST004D01T,IMMIG,MATHEFF,ANXMAT,REPEAT,ST062Q01TA,DISCLIM,STUBEHA,STAFFSHORT,EDUSHORT,PROATCE,TEACHSUP,SCHLTYPE,ST059Q01TA,SC175Q01JA,ESCS
341.786,75600008.0,75602145.0,14.5,-1.7413,14.64,1.0,Male,Second-Generation student,-1.6038,,Never repeated,Never,,0.9384,0.5381,0.7889,0.8852,,Public,0.0,20.0,-1.4228
431.516,75600180.0,75602146.0,9.0,-1.128,50.37,0.0,Male,Second-Generation student,0.0223,-0.3794,Never repeated,Never,0.6387,-0.0956,0.4622,-0.6884,0.9302,0.1475,Public,5.0,45.0,-1.4192
427.603,75600242.0,75602147.0,14.5,-0.6245,75.43,1.0,Female,Native student,-0.111,-1.6654,Never repeated,Never,-2.3769,0.8153,0.5381,-0.4873,0.6611,-1.0693,Public,4.0,45.0,0.198
593.589,75600128.0,75602149.0,16.0,0.9907,81.13,1.0,Female,Native student,-0.2088,-0.2045,Never repeated,Never,1.831,-0.4428,-0.2982,-1.4212,0.9358,-1.0693,Public,4.0,45.0,1.2436
605.751,75600053.0,75602150.0,16.0,0.745,75.43,1.0,Female,Native student,-0.7901,0.1748,Never repeated,Never,0.6318,-0.3856,-0.2766,-0.6884,0.9695,0.4357,Public,3.0,45.0,1.0319
394.163,75600179.0,75602152.0,14.5,0.4987,51.5,0.0,Female,Native student,0.4174,-0.1371,Never repeated,One or two times,-0.6928,-0.1348,-1.1673,-1.4212,1.0,1.5558,Public,5.0,45.0,0.2219
575.042,75600058.0,75602153.0,14.5,-0.5592,25.94,0.0,Female,Native student,-0.0387,0.4067,Never repeated,Never,0.9297,0.4781,0.4622,0.2681,0.8065,-1.0693,Public,5.0,45.0,-0.7088
587.287,75600193.0,75602154.0,,0.1819,32.5,0.0,Male,Second-Generation student,0.8859,0.602,Never repeated,Never,-0.0903,-0.5715,1.3465,-1.4212,0.8837,-2.1346,Public,5.0,45.0,-0.5007
500.964,75600111.0,75602155.0,16.0,1.168,67.94,0.0,Male,Native student,,,Never repeated,Never,,0.2408,-0.4087,0.108,1.0,,Public,6.0,45.0,1.0696
588.317,75600050.0,75602156.0,16.0,1.2603,82.41,1.0,Male,Native student,2.0412,-0.7107,Never repeated,Never,-1.176,,,,0.9747,0.8211,Public,6.0,,1.3819
437.737,75600265.0,75602159.0,14.5,0.1881,26.64,0.0,Male,Second-Generation student,-1.3582,0.133,Never repeated,Never,-0.0784,-1.1906,-2.1066,-1.4212,1.0,-1.0693,Public,5.0,45.0,-0.3791
609.256,75600040.0,75602161.0,16.0,0.4991,81.78,0.0,Male,Native student,,,Never repeated,Never,-0.2938,0.3894,-0.5635,-1.4212,0.989,-0.5635,Public,4.0,45.0,1.0476
462.691,75600203.0,75602162.0,6.0,-0.962,32.5,0.0,Female,Second-Generation student,-0.5345,0.544,Never repeated,Never,-0.0968,0.4147,0.8939,-1.4212,1.0,-0.5635,Public,7.0,45.0,-2.1941
392.211,75600101.0,75602163.0,14.5,0.3834,58.07,1.0,Female,Native student,-1.2086,0.6566,Never repeated,Never,-2.4293,-1.0762,-0.9675,-0.949,0.7,-1.3627,Public,2.0,45.0,0.2971
590.582,75600115.0,75602164.0,16.0,0.8043,83.09,1.0,Female,Native student,2.1188,0.3729,Never repeated,Never,0.488,1.5517,1.4261,1.6863,1.0,1.5558,Public,4.0,45.0,1.2016
456.51,75600165.0,75602165.0,12.0,-1.2686,31.08,0.0,Female,Native student,-1.1637,0.4252,Never repeated,Never,1.0989,0.2408,-2.1066,-1.4212,1.0,0.1475,Public,5.0,45.0,-1.3353
578.026,75600137.0,75602166.0,16.0,0.3669,62.45,0.0,Female,Second-Generation student,-0.44,-1.6625,Never repeated,Never,-1.007,1.0036,0.0425,-1.4212,0.875,-1.7015,Public,5.0,45.0,0.6267
583.322,75600090.0,75602167.0,,,,0.0,Female,,,,,,,,,,,,Public,,,
458.995,75600243.0,75602168.0,14.5,-0.894,75.54,0.0,Female,Second-Generation student,-1.2782,1.1287,Never repeated,Five or more times,0.1166,-0.335,-0.5635,-0.6483,1.0,-2.9095,Public,4.0,45.0,0.0859
657.315,75600146.0,75602169.0,16.0,-0.3744,55.03,0.0,Female,Native student,,,Never repeated,Never,,0.4651,0.961,-0.6884,1.0,,Public,,45.0,0.1726
619.666,75600026.0,75602170.0,16.0,0.1282,17.0,1.0,Male,Second-Generation student,1.2305,-2.3945,Never repeated,Never,0.1765,0.6482,0.0276,-1.4212,0.0,-1.0693,Public,4.0,45.0,-0.3326
649.248,75600012.0,75602172.0,16.0,0.7587,74.79,1.0,Female,Native student,-0.5816,0.602,Never repeated,Never,1.7598,0.8153,-0.5635,-0.6884,1.0,1.5558,Public,3.0,45.0,1.0256
484.6,75600193.0,75602173.0,16.0,1.4793,23.57,0.0,Male,Native student,0.2706,-1.6297,Never repeated,Never,0.6533,-0.5715,1.3465,-1.4212,0.8837,-0.1002,Public,6.0,45.0,0.3637
480.498,75600021.0,75602174.0,16.0,0.7852,85.13,0.0,Female,Native student,-0.1362,-0.4577,Never repeated,Never,0.4277,-2.0719,-0.2582,-1.4212,0.8824,-1.0693,Public,5.0,45.0,1.232
628.043,75600131.0,75602175.0,16.0,1.0651,57.37,0.0,Male,Native student,0.6947,-0.0575,Never repeated,Never,-0.3306,,,,,0.1475,Public,7.0,45.0,0.8265
438.41,75600046.0,75602176.0,16.0,0.803,76.49,0.0,Female,Native student,-0.4035,2.5026,Never repeated,Never,0.4477,,,,,-0.1002,Public,5.0,,1.0765
292.616,75600141.0,75602177.0,16.0,1.0585,37.59,1.0,Male,Native student,-0.6762,-0.508,Never repeated,Never,-1.0127,0.8153,,,,-0.1002,Public,3.0,45.0,0.4502
367.434,75600137.0,75602178.0,9.0,-0.2384,31.08,0.0,Male,First-Generation student,,,Never repeated,Never,-0.5068,1.0036,0.0425,-1.4212,0.875,-0.0904,Public,5.0,45.0,-1.4067
371.505,75600193.0,75602179.0,,-0.0522,,0.0,Male,Native student,,0.6387,Repeated at lease once,,0.1751,-0.5715,1.3465,-1.4212,0.8837,0.4357,Public,,45.0,
513.485,75600138.0,75602180.0,12.0,-0.5115,60.29,0.0,Female,Second-Generation student,,,Never repeated,Never,,-0.2686,-0.4502,-1.4212,0.9591,,Public,5.0,45.0,-0.4631
670.12,75600256.0,75602181.0,16.0,0.7078,76.24,0.0,Male,First-Generation student,2.2206,-2.3868,Never repeated,Never,-0.8362,,,,,-0.1002,Public,6.0,,1.0314
453.444,75600140.0,75602182.0,12.0,-0.6148,,0.0,Male,Native student,-0.2446,-2.3945,Never repeated,Never,0.1201,-1.1147,0.4622,-0.6483,1.0,-1.0693,Public,5.0,45.0,-1.0357
594.805,75600121.0,75602183.0,16.0,0.0078,62.45,0.0,Female,Native student,0.918,-2.3558,Never repeated,Never,-0.3586,-0.3856,-2.1066,-1.4212,,-1.3627,Public,5.0,45.0,0.4746
417.394,75600207.0,75602184.0,14.5,0.0509,32.2,1.0,Female,Second-Generation student,-0.388,-0.508,Never repeated,Never,0.3552,0.8153,0.0276,-0.4907,,-0.8059,Public,4.0,45.0,-0.3322
378.523,75600004.0,75602185.0,16.0,-0.4232,39.02,0.0,Female,Native student,-0.2041,0.4067,Never repeated,Never,-0.1354,-1.1906,-0.6909,-1.4212,0.85,1.5558,Public,6.0,45.0,-0.1504
586.602,75600237.0,75602186.0,14.5,0.7542,28.48,0.0,Male,Native student,2.0483,-2.3558,Never repeated,Never,0.6947,1.1989,-0.9311,-1.4212,1.0,0.8211,Public,5.0,45.0,-0.1046
515.671,75600234.0,75602188.0,16.0,-0.4956,54.55,1.0,Female,Native student,-0.1415,-1.6297,Never repeated,Never,,-0.3856,-2.1066,-1.4212,1.0,,Public,0.0,45.0,0.1122
515.09,75600043.0,75602189.0,12.0,-0.7256,26.64,0.0,Female,Native student,,,Never repeated,Never,-0.3306,0.4781,0.2841,0.1,0.9722,-1.0693,Public,8.0,45.0,-1.1892
508.347,75600063.0,75602190.0,14.5,-0.1408,,1.0,Male,Second-Generation student,2.0869,1.0508,Never repeated,One or two times,-1.1901,,,,,-1.7015,Public,3.0,,0.3191
540.896,75600151.0,75602191.0,12.0,0.1544,25.06,1.0,Female,,0.0006,-1.2756,Repeated at lease once,Never,-0.1219,1.2397,0.2841,-1.4212,1.0,0.1475,Public,4.0,45.0,-0.8463
409.594,75600112.0,75602192.0,16.0,1.3421,,0.0,Male,Native student,-1.4283,2.6109,Never repeated,Never,-2.4517,-0.0384,0.2841,0.1,0.0,1.5558,Public,75.0,45.0,1.558
521.083,75600004.0,75602193.0,14.5,0.5601,75.54,0.0,Female,Native student,0.906,-0.3794,Never repeated,Never,0.3847,-1.1906,-0.6909,-1.4212,0.85,1.5558,Public,6.0,45.0,0.7018
616.229,75600086.0,75602194.0,12.0,0.7215,79.74,1.0,Male,Native student,2.0894,-0.1172,Never repeated,Never,-0.1668,,,,,-0.8059,Public,2.0,,0.4264
500.069,75600237.0,75602195.0,14.5,0.7636,56.38,0.0,Female,Native student,,,Never repeated,Never,1.6706,1.1989,-0.9311,-1.4212,1.0,0.4357,Public,5.0,45.0,0.4262
499.555,75600237.0,75602197.0,16.0,1.319,51.25,0.0,Male,Native student,0.5752,0.8918,Never repeated,Never,-0.6732,1.1989,-0.9311,-1.4212,1.0,-1.3627,Public,5.0,45.0,0.8184
425.08,75600108.0,75602198.0,16.0,1.2213,79.74,0.0,Female,Native student,0.5867,0.1031,Never repeated,Never,-0.1006,1.0082,,,0.0909,0.4357,Public,5.0,45.0,1.315
466.749,75600084.0,75602199.0,12.0,0.3615,43.33,0.0,Female,Native student,,,Never repeated,Never,,1.0522,-0.5635,-0.6844,0.8039,,Public,,45.0,-0.4136
532.584,75600148.0,75602200.0,16.0,1.0771,76.49,0.0,Male,Native student,0.1153,-0.5191,Never repeated,Never,-0.9971,0.0921,0.7007,0.4591,1.0,-0.5635,Public,5.0,45.0,1.1925
668.452,75600214.0,75602201.0,16.0,0.6504,88.7,1.0,Female,Native student,0.8241,-0.2704,Never repeated,Never,0.7097,-1.0431,-2.1066,-1.4212,1.0,1.5558,Public,4.0,45.0,1.2424
316.651,75600203.0,75602202.0,16.0,-0.4759,57.38,-1.0,Female,First-Generation student,-0.0897,-0.1371,Repeated at lease once,Never,0.5194,0.4147,0.8939,-1.4212,1.0,-0.1002,Public,3.0,45.0,0.174
427.157,75600264.0,75602203.0,12.0,0.2998,23.57,0.0,Male,Second-Generation student,-0.9843,-0.1172,Never repeated,Never,-0.3243,0.1715,0.4472,-1.4212,0.8909,-0.5635,Public,5.0,45.0,-0.8128
582.573,75600084.0,75602205.0,12.0,1.0912,43.33,0.0,Female,Native student,0.183,1.1606,Never repeated,Never,0.9899,1.0522,-0.5635,-0.6844,0.8039,1.5558,Public,6.0,45.0,-0.1045
655.12,75600088.0,75602206.0,16.0,0.5806,75.5,1.0,Female,First-Generation student,1.0932,-0.508,Never repeated,Never,-0.5252,,,,,-0.5635,,3.0,,0.9635
398.818,75600255.0,75602207.0,9.0,-1.2663,,1.0,Female,Second-Generation student,,,Never repeated,Never,,0.4781,0.4622,-1.4212,0.98,,Public,2.0,45.0,-1.3319
649.721,75600247.0,75602208.0,16.0,1.0601,31.15,1.0,Male,First-Generation student,-0.2963,0.1031,Never repeated,Never,0.3884,0.2498,-0.5635,-0.9432,,-0.1002,Public,2.0,45.0,0.3293
419.309,75600179.0,75602209.0,16.0,1.6236,38.18,0.0,Female,Second-Generation student,-0.6106,0.1748,,Never,1.831,-0.1348,-1.1673,-1.4212,1.0,1.5558,Public,5.0,45.0,0.7007
356.469,75600081.0,75602210.0,12.0,-1.2085,39.04,0.0,Female,First-Generation student,-1.8962,,Never repeated,Never,0.4571,,,,,-0.3322,Public,5.0,,-1.1596
515.496,75600008.0,75602211.0,12.0,-0.3453,28.48,1.0,Male,Second-Generation student,-1.2831,-2.3558,Never repeated,Never,0.4967,0.9384,0.5381,0.7889,0.8852,-0.5635,Public,0.0,20.0,-0.9933
507.74,75600224.0,75602212.0,16.0,0.6406,79.74,1.0,Male,Native student,0.4624,-0.2045,Never repeated,Never,-1.1832,,,,0.9013,1.5558,Public,3.0,,1.0691
526.421,75600216.0,75602213.0,16.0,0.652,83.09,1.0,Female,Second-Generation student,-0.7243,0.6779,Never repeated,Never,0.7711,,,,,-1.3627,Public,4.0,,1.1371
412.421,75600121.0,75602214.0,12.0,-0.6061,21.82,0.0,Female,Second-Generation student,-0.7017,0.7768,Never repeated,Never,1.1182,-0.3856,-2.1066,-1.4212,,0.1475,Public,4.0,45.0,-1.2296
558.067,75600014.0,75602215.0,14.5,0.7899,43.19,0.0,Female,Native student,0.3467,0.7774,Never repeated,Never,0.3894,-0.5078,1.4261,-0.6483,0.9767,-1.3627,Public,5.0,45.0,0.1883
511.893,75600099.0,75602216.0,12.0,0.3125,75.54,1.0,Female,Native student,-0.4289,,Never repeated,Never,,-1.1797,-2.1066,-1.4212,0.7027,,Public,0.0,45.0,0.1738
491.989,75600067.0,75602217.0,12.0,-0.5989,44.14,0.0,Male,Second-Generation student,-0.7626,-0.2045,Never repeated,Never,0.1751,1.4126,0.2841,-1.4212,0.7559,-0.1002,Public,,45.0,-0.8051
523.664,75600242.0,75602218.0,12.0,-1.0446,43.33,1.0,Female,First-Generation student,2.3556,,Never repeated,Five or more times,-2.4931,0.8153,0.5381,-0.4873,0.6611,0.8211,Public,,45.0,-1.0091
500.445,75600093.0,75602219.0,16.0,-1.2035,,0.0,Male,Native student,,,Never repeated,Never,0.1777,-1.2585,-1.1673,-0.6884,1.0,-1.3627,Public,5.0,45.0,-0.7964
723.548,75600026.0,75602220.0,16.0,1.6233,86.72,3.0,Female,Native student,2.3263,-1.6826,Never repeated,Never,0.123,0.6482,0.0276,-1.4212,0.0,0.4357,Public,4.0,45.0,1.617
559.986,75600186.0,75602222.0,16.0,-0.0683,57.68,1.0,Female,Native student,1.1324,-2.3868,Never repeated,Never,1.1571,-0.0384,0.2841,-0.2376,0.8585,0.8211,Public,4.0,45.0,0.3523
760.834,75600029.0,75602223.0,16.0,1.6777,78.86,1.0,Male,Native student,0.0103,-1.1715,Never repeated,Never,0.3926,,,,,0.4357,Public,4.0,,1.4917
370.666,75600206.0,75602224.0,14.5,-0.732,28.48,0.0,Male,First-Generation student,-0.0473,-0.508,Never repeated,Never,0.1777,,,,,1.5558,Public,6.0,,-0.734
484.135,75600026.0,75602225.0,16.0,0.8238,86.72,1.0,Female,First-Generation student,-0.2495,1.0508,Never repeated,Never,-0.3444,0.6482,0.0276,-1.4212,0.0,-0.3322,Public,4.0,45.0,1.2784
468.365,75600019.0,75602227.0,16.0,-0.8294,75.54,0.0,Female,Native student,-0.1932,-1.2756,Never repeated,Never,0.5807,0.6058,1.4261,0.1,,0.4357,Public,4.0,45.0,0.3672
515.14,75600009.0,75602228.0,16.0,-0.5436,56.0,0.0,Female,Native student,-0.625,0.3729,Never repeated,Never,0.7793,-0.0384,0.0425,-1.4212,1.0,0.4357,Public,4.0,45.0,0.1193
386.365,75600245.0,75602229.0,16.0,0.2144,21.82,0.0,Female,Second-Generation student,-0.4571,-0.4204,Repeated at lease once,Never,0.757,-3.3785,0.0103,-0.6884,0.9394,1.5558,Public,5.0,50.0,-0.2051
491.0,75600180.0,75602231.0,9.0,0.3067,38.58,0.0,Female,Native student,0.231,-0.7107,Never repeated,Never,0.3847,-0.0956,0.4622,-0.6884,0.9302,-0.5635,Public,5.0,45.0,-1.0342
553.963,75600184.0,75602232.0,16.0,0.2836,65.12,1.0,Female,Native student,1.1178,-0.8811,Never repeated,Never,0.7852,0.1795,-0.2766,0.4727,0.8,-1.3627,Public,3.0,45.0,0.6418
319.233,75600249.0,75602233.0,12.0,0.4434,17.79,-2.0,Male,Native student,,,Never repeated,Never,,-0.8524,-0.3715,-0.949,0.9057,,Public,,50.0,-0.8612
597.693,75600093.0,75602234.0,16.0,-0.0897,54.86,0.0,Male,Native student,-0.6052,-0.3744,Never repeated,Never,1.0345,-1.2585,-1.1673,-0.6884,1.0,0.8211,Public,5.0,45.0,0.29
531.921,75600220.0,75602235.0,16.0,-0.1282,29.81,0.0,Male,Native student,0.3729,-2.249,Never repeated,Never,,0.1064,0.299,-0.9432,0.7727,,Public,5.0,45.0,-0.1993
387.419,75600069.0,75602236.0,16.0,-0.0673,70.5,0.0,Male,Second-Generation student,0.291,0.6647,Repeated at lease once,One or two times,-0.808,0.6935,-2.1066,-1.4212,0.9552,1.5558,Public,4.0,45.0,0.5948
491.16,75600206.0,75602237.0,16.0,0.308,75.43,0.0,Male,Native student,0.0268,1.1606,Never repeated,Never,-1.2101,,,,,-0.5635,Public,8.0,,0.8468
347.519,75600111.0,75602238.0,16.0,0.0334,26.64,0.0,Female,First-Generation student,0.2953,2.6149,Repeated at lease once,Never,-0.313,0.2408,-0.4087,0.108,1.0,-0.1002,Public,5.0,45.0,-0.1907
494.297,75600025.0,75602239.0,9.0,-0.3846,32.5,0.0,Female,Second-Generation student,-1.515,0.905,Never repeated,Never,-0.2863,0.0761,0.4622,-1.4212,,-1.0693,Public,4.0,45.0,-1.4418
352.595,75600175.0,75602241.0,16.0,0.842,70.34,1.0,Male,Second-Generation student,2.0169,-2.249,Never repeated,Never,-0.1668,-0.9505,-0.2766,-0.4873,1.0,-0.8059,Private Government-dependent,0.0,45.0,0.9768
362.303,75600030.0,75602242.0,14.5,-0.1251,65.01,1.0,Male,Native student,-0.4846,-2.249,Never repeated,Never,-0.5562,0.4651,-0.2766,-0.2805,1.0,-1.0693,Public,3.0,45.0,0.2127
409.532,75600142.0,75602243.0,14.5,-0.0103,20.95,1.0,Male,Native student,-1.9057,-0.508,Never repeated,Never,-1.008,0.1795,0.4622,1.0283,0.3438,-0.3322,Public,0.0,,-0.5705
567.082,75600231.0,75602244.0,,1.44,,1.0,Male,Native student,0.3866,0.7774,Never repeated,Never,0.165,-0.9505,-1.1673,-0.6884,0.0278,-2.1346,Public,4.0,45.0,
567.199,75600107.0,75602245.0,16.0,0.2602,75.43,0.0,Male,Native student,1.2448,-0.2758,Never repeated,Never,0.757,0.1795,0.2841,-1.4212,0.9341,-0.1002,Public,5.0,50.0,0.8265
422.08,75600179.0,75602246.0,9.0,-0.1784,29.81,0.0,Male,Second-Generation student,,,Never repeated,Never,0.0585,-0.1348,-1.1673,-1.4212,1.0,0.4357,Public,5.0,45.0,-1.4052
446.453,75600022.0,75602247.0,16.0,-1.3885,28.48,1.0,Male,Native student,0.1905,,Never repeated,Never,-0.3079,0.5515,-1.1673,-1.4212,1.0,-0.5635,Public,1.0,90.0,-0.7582
444.674,75600100.0,75602248.0,16.0,0.3971,65.01,0.0,Female,Native student,-1.3824,2.5026,Never repeated,Never,0.8065,0.8988,-0.5635,0.0686,0.7321,-2.9095,Public,5.0,45.0,0.6878
509.319,75600209.0,75602249.0,16.0,-0.3537,72.3,0.0,Female,Second-Generation student,,,Never repeated,Never,0.7097,-3.3785,-0.5393,-1.4212,0.9677,-0.8059,Public,3.0,45.0,0.5074
351.849,75600105.0,75602250.0,12.0,-0.7153,51.5,1.0,Male,Native student,,,Never repeated,Never,,-1.1401,-0.9311,-0.6884,0.9167,,Public,,40.0,-0.7154
316.241,75600090.0,75602251.0,14.5,-0.7772,71.39,0.0,Female,Native student,-0.1522,0.7889,Never repeated,Three or four times,-2.4793,,,,,-0.1002,Public,4.0,,0.057
386.593,75600018.0,75602252.0,12.0,-0.595,29.16,1.0,Male,Native student,-0.2689,-2.3868,Never repeated,Never,1.8242,-2.0719,-1.1673,-0.4526,0.9762,1.5558,Public,1.0,45.0,-1.0862
413.776,75600039.0,75602253.0,14.5,-0.2818,25.78,1.0,Female,Second-Generation student,-0.4144,,Never repeated,Never,-0.1219,0.3843,-0.6909,-1.4212,0.5357,-1.0693,Public,0.0,90.0,-0.5943
354.132,75600210.0,75602254.0,16.0,-1.1256,,0.0,Female,First-Generation student,-1.3987,-0.4577,Never repeated,Never,-0.5304,-1.4545,0.7007,-1.4212,0.7931,-1.0693,Public,5.0,45.0,-0.3476
622.126,75600042.0,75602255.0,14.5,0.7452,70.34,0.0,Male,Native student,1.2562,-0.2885,Repeated at lease once,Never,0.1777,-1.1976,0.0253,-1.4212,0.9789,1.5558,Private independent,4.0,30.0,0.682
523.181,75600030.0,75602256.0,16.0,-0.284,43.33,1.0,Male,Native student,0.0758,-0.2704,Never repeated,Never,-0.2863,0.4651,-0.2766,-0.2805,1.0,1.5558,Public,2.0,45.0,-0.01
445.52,75600219.0,75602257.0,16.0,-0.0918,35.7,1.0,Male,Native student,-0.5394,,Never repeated,Never,-0.7044,0.6947,0.2841,-1.4212,0.7586,-0.5635,Public,,5.0,-0.0727
732.113,75600159.0,75602258.0,16.0,0.9745,77.88,1.0,Male,Native student,2.195,-0.7447,Never repeated,Never,1.189,,,,,0.8211,Public,6.0,,1.1753
480.64,75600208.0,75602259.0,16.0,-0.2289,73.38,1.0,Male,First-Generation student,1.202,-0.7107,Never repeated,One or two times,1.7777,0.2913,-1.1673,-0.6924,0.0,0.4357,Public,3.0,45.0,0.5807
341.489,75600158.0,75602260.0,,-0.6607,27.81,0.0,Female,Second-Generation student,,,Never repeated,Never,1.8514,1.3046,-1.1673,-0.6884,0.0,-0.1002,Public,4.0,45.0,-1.3676
454.492,75600077.0,75602262.0,12.0,-0.8199,37.83,0.0,Female,Second-Generation student,-0.0208,0.051,Never repeated,Never,1.0945,,,,,-0.5635,Public,5.0,,-1.0178
496.414,75600020.0,75602263.0,16.0,-0.1858,,2.0,Female,Native student,-0.9534,-2.3868,Never repeated,Never,0.801,0.2498,-1.1673,-0.9432,0.0132,0.4357,Public,2.0,65.0,0.5235
567.732,75600249.0,75602264.0,14.5,0.6068,71.39,0.0,Female,Native student,,,Never repeated,Never,0.9993,-0.8524,-0.3715,-0.949,0.9057,-0.5635,Public,4.0,50.0,0.6432
367.3,75600009.0,75602265.0,,-0.52,,-1.0,Female,Native student,,-0.9877,Repeated at lease once,,-0.3029,-0.0384,0.0425,-1.4212,1.0,-0.1002,Public,,45.0,
489.818,75600169.0,75602267.0,9.0,0.4444,76.98,-1.0,Female,Native student,-1.4078,1.0508,Repeated at lease once,Never,1.6706,,,,,0.8211,Public,6.0,,-0.2508
579.064,75600026.0,75602268.0,16.0,1.5162,86.72,1.0,Female,Second-Generation student,0.4375,-0.2704,Never repeated,Never,1.1855,0.6482,0.0276,-1.4212,0.0,-1.0693,Public,4.0,45.0,1.5717
367.851,75600149.0,75602269.0,16.0,1.5993,70.34,1.0,Male,Second-Generation student,-2.2342,0.6647,Never repeated,Never,-0.8529,0.4215,-1.1673,0.8339,0.6216,-0.3322,Public,2.0,45.0,1.2976
600.341,75600002.0,75602270.0,16.0,-0.1107,65.12,1.0,Female,Native student,0.2637,-2.249,Never repeated,Never,,-0.1522,-1.1673,-1.4212,0.9655,-0.8059,Public,4.0,40.0,0.4748
651.906,75600261.0,75602272.0,16.0,1.0744,79.74,1.0,Male,Native student,2.2191,0.1932,Never repeated,Never,0.1295,-0.9505,-0.6909,-1.4212,,-0.1002,Public,4.0,45.0,1.2528
407.384,75600040.0,75602273.0,16.0,-0.4425,81.92,-1.0,Female,Native student,,,Repeated at lease once,,,0.3894,-0.5635,-1.4212,0.989,,Public,,45.0,0.6515
527.442,75600074.0,75602274.0,16.0,-0.3139,60.44,1.0,Female,Native student,-0.0263,1.5409,Never repeated,Never,0.793,-0.3925,-0.5635,-1.4212,1.0,-1.3627,Public,5.0,45.0,0.3004
683.95,75600095.0,75602275.0,16.0,0.8457,81.92,1.0,Male,First-Generation student,0.7133,-2.249,Never repeated,Never,0.3884,-0.0384,-1.1673,-1.4212,,0.4357,Public,4.0,45.0,1.1971
575.251,75600126.0,75602276.0,14.5,-0.2332,25.23,1.0,Female,Second-Generation student,0.8664,-2.3868,Never repeated,Never,0.7331,0.8273,-0.2766,-1.4212,0.8571,1.5558,Public,2.0,45.0,-0.5841
598.735,75600054.0,75602277.0,16.0,0.9296,86.72,3.0,Female,Native student,-0.1246,,Never repeated,Never,0.1751,-2.0719,-0.9675,-0.949,0.9065,0.1475,Private independent,4.0,45.0,1.3232
543.16,75600224.0,75602278.0,16.0,0.4022,25.04,1.0,Male,Second-Generation student,-0.4901,,Never repeated,Never,,,,,0.9013,,Public,0.0,,-0.0647
530.815,75600064.0,75602281.0,16.0,0.0751,43.76,1.0,Male,Native student,-0.2055,-2.3868,Never repeated,Never,-0.1219,,,,0.9493,-2.9095,Public,0.0,,0.1502
607.465,75600048.0,75602282.0,14.5,1.6051,,0.0,Male,Native student,,,Repeated at lease once,Never,-1.8313,1.1989,1.1402,-0.6884,1.0,1.5558,Public,5.0,45.0,0.9871
449.109,75600114.0,75602283.0,9.0,-0.3505,29.81,0.0,Male,Second-Generation student,-0.1455,0.3729,Never repeated,Never,0.4426,,,,1.0,1.5558,Public,5.0,,-1.4781
581.046,75600224.0,75602284.0,16.0,0.5785,22.57,1.0,Male,Second-Generation student,-0.2706,0.4252,Never repeated,Never,0.757,,,,0.9013,-1.0693,Public,4.0,,-0.0367
607.925,75600104.0,75602285.0,16.0,2.0253,78.76,0.0,Female,Native student,0.1234,-1.2756,Never repeated,Never,0.9993,-0.335,0.7007,-0.3123,0.7609,0.8211,Public,5.0,45.0,1.637
563.081,75600128.0,75602286.0,16.0,0.4313,81.92,1.0,Male,First-Generation student,0.4042,-0.5191,Never repeated,One or two times,-0.0691,-0.4428,-0.2982,-1.4212,0.9358,1.5558,Public,5.0,45.0,1.0216
548.774,75600264.0,75602287.0,9.0,0.1539,65.12,0.0,Male,Second-Generation student,-0.5366,0.8251,Repeated at lease once,Never,-0.0522,0.1715,0.4472,-1.4212,0.8909,-0.3322,Public,7.0,45.0,-0.5978
411.339,75600174.0,75602289.0,16.0,-0.2774,24.53,0.0,Female,Native student,-3.3701,2.6149,Repeated at lease once,Never,0.2007,0.6527,0.4622,-0.6483,0.9583,-1.0693,Public,5.0,45.0,-0.3622
566.722,75600194.0,75602290.0,14.5,-0.0948,24.53,0.0,Male,Native student,1.0224,-0.5006,Never repeated,Never,0.4522,-0.3194,-0.5635,-1.4212,0.9643,-0.1002,Public,5.0,45.0,-0.5387
394.204,75600108.0,75602291.0,,-1.1769,,0.0,Female,First-Generation student,,,,,,1.0082,,,0.0909,,Public,,45.0,
571.109,75600114.0,75602292.0,16.0,0.3853,82.41,0.0,Male,Native student,-0.3312,-0.8811,Never repeated,Never,0.0585,,,,1.0,-0.3322,Public,5.0,,1.0113
508.032,75600159.0,75602293.0,16.0,-0.9861,57.99,1.0,Female,Second-Generation student,-0.4543,0.6566,Never repeated,One or two times,-0.3364,,,,,-0.8059,Public,4.0,,-0.0306
534.932,75600069.0,75602294.0,14.5,-0.5145,64.4,0.0,Female,Native student,-0.1159,,Never repeated,One or two times,-0.3444,0.6935,-2.1066,-1.4212,0.9552,-0.5635,Public,5.0,45.0,0.0363
