PV1MATH,CNTSCHID,CNTSTUID,PAREDINT,HOMEPOS,HISEI,GRADE,ST004D01T,IMMIG,MATHEFF,ANXMAT,REPEAT,ST062Q01TA,DISCLIM,STUBEHA,STAFFSHORT,EDUSHORT,PROATCE,TEACHSUP,SCHLTYPE,ST059Q01TA,SC175Q01JA,ESCS
403.724,75600193.0,75604422.0,16.0,0.403,73.71,-1.0,Male,Native student,-0.1066,1.0112,Never repeated,Never,-0.6928,-0.5715,1.3465,-1.4212,0.8837,-0.3322,Public,4.0,45.0,0.8545
394.072,75600019.0,75604423.0,14.5,0.2841,25.95,0.0,Female,Native student,-0.5485,-0.7447,Never repeated,Never,0.7487,0.6058,1.4261,0.1,,0.8211,Public,5.0,45.0,-0.3515
353.406,75600160.0,75604424.0,12.0,0.1414,21.82,0.0,Female,Native student,-0.1213,0.1748,Never repeated,Never,-0.0784,0.1795,0.2199,-1.4212,1.0,0.8211,Public,4.0,45.0,-0.913
512.57,75600262.0,75604425.0,14.5,0.6791,65.64,1.0,Female,Native student,-0.6804,2.6149,Never repeated,Never,-0.9796,,,,,1.5558,Public,3.0,45.0,0.5653
465.247,75600206.0,75604426.0,14.5,0.7379,68.55,0.0,Male,Native student,,,Never repeated,Never,,,,,,,Public,,,0.6451
341.096,75600082.0,75604428.0,,-0.3126,23.41,0.0,Female,,-1.2578,-0.2045,Never repeated,Never,1.8242,-0.3856,-0.6909,-1.4212,0.9726,0.1475,Public,,45.0,-1.2331
643.747,75600231.0,75604429.0,14.5,0.8306,79.74,1.0,Male,Second-Generation student,0.1188,0.6566,Never repeated,Never,0.1765,-0.9505,-1.1673,-0.6884,0.0278,-1.3627,Public,4.0,45.0,0.8957
437.092,75600163.0,75604430.0,16.0,-0.2704,51.01,0.0,Male,Second-Generation student,-0.4542,-0.5191,Never repeated,Never,-0.1361,-0.335,-1.1673,-1.4212,,-0.1002,Public,3.0,45.0,0.1407
469.411,75600065.0,75604431.0,,0.5677,65.42,0.0,Male,Second-Generation student,,,Never repeated,Never,-2.3963,,,,,-0.1002,Public,6.0,,0.4375
438.779,75600225.0,75604432.0,14.5,-0.3458,57.38,0.0,Female,Native student,,,Never repeated,,,0.1795,-0.9311,-0.6483,1.0,,Public,,45.0,-0.0248
473.524,75600113.0,75604434.0,14.5,-0.0643,16.5,-2.0,Male,Second-Generation student,-2.233,0.7774,Repeated at lease once,Never,-0.669,,,,,-0.1002,Public,6.0,,-0.6774
536.023,75600256.0,75604435.0,16.0,-0.0191,35.7,0.0,Male,Second-Generation student,-3.4243,-0.1172,Never repeated,Five or more times,-2.4128,,,,,-0.1002,Public,6.0,,-0.0419
550.953,75600059.0,75604436.0,16.0,1.0369,62.39,1.0,Male,Native student,0.6214,-0.6243,Never repeated,Never,0.6533,,,,,-0.8059,Public,2.0,,0.9093
522.982,75600183.0,75604438.0,16.0,0.5507,70.57,0.0,Female,Native student,-0.851,-0.4577,Repeated at lease once,One or two times,-0.1361,0.6355,1.2112,-1.4212,1.0,-0.5635,Public,4.0,45.0,0.8578
402.088,75600112.0,75604439.0,6.0,-1.5133,14.64,0.0,Female,Second-Generation student,,,Never repeated,Never,,-0.0384,0.2841,0.1,0.0,,Public,,45.0,-2.7648
469.309,75600252.0,75604440.0,16.0,-0.5627,56.0,0.0,Female,Native student,-0.2242,0.602,Never repeated,Never,-0.4763,,,,,-0.5635,Public,4.0,,0.1111
659.596,75600054.0,75604441.0,16.0,0.8949,85.13,2.0,Female,Second-Generation student,2.1584,-0.0575,Never repeated,Never,0.0926,-2.0719,-0.9675,-0.949,0.9065,1.5558,Private independent,5.0,45.0,1.2785
606.495,75600117.0,75604442.0,16.0,0.3764,80.92,1.0,Female,First-Generation student,-0.0473,1.9397,Never repeated,Never,0.1614,1.2892,0.0827,0.7681,1.0,-1.3627,Public,4.0,45.0,0.9794
421.457,75600084.0,75604444.0,16.0,0.3329,70.34,0.0,Female,Native student,0.3088,2.635,Never repeated,Never,-1.1378,1.0522,-0.5635,-0.6844,0.8039,-0.3322,Public,5.0,45.0,0.7612
486.569,75600111.0,75604445.0,9.0,-1.1459,24.53,0.0,Male,Second-Generation student,-0.2619,0.8757,Never repeated,Never,0.4522,0.2408,-0.4087,0.108,1.0,-0.1002,Public,5.0,45.0,-1.9147
356.255,75600205.0,75604447.0,16.0,-0.4394,23.57,0.0,Male,First-Generation student,-3.3397,-2.382,Never repeated,One or two times,-0.4735,0.4651,-0.5393,-0.949,0.8113,-1.7015,Public,7.0,50.0,-0.4489
361.965,75600183.0,75604448.0,,-0.5197,,0.0,Male,Native student,-0.6498,,Never repeated,Never,-0.5028,0.6355,1.2112,-1.4212,1.0,0.1475,Public,4.0,45.0,
580.009,75600199.0,75604449.0,16.0,0.3372,61.57,0.0,Male,Native student,-0.5582,0.8757,Never repeated,Never,0.163,-0.968,-2.1066,-1.4212,0.978,-2.1346,Public,5.0,50.0,0.5974
605.928,75600236.0,75604450.0,16.0,0.423,70.34,1.0,Female,First-Generation student,1.0899,-0.8811,Never repeated,Never,0.1003,-0.0871,-2.1066,-0.6884,0.9371,-0.8059,Public,4.0,50.0,0.7994
420.913,75600195.0,75604451.0,12.0,0.3879,43.33,1.0,Female,Native student,-2.1799,2.6149,Never repeated,Never,-2.4388,0.1795,-0.5635,-0.6344,0.5,-2.9095,Private Government-dependent,0.0,,-0.4024
554.865,75600020.0,75604452.0,16.0,0.6886,85.41,2.0,Male,Native student,0.0422,-2.249,Never repeated,Never,-0.6698,0.2498,-1.1673,-0.9432,0.0132,0.1475,Public,2.0,65.0,1.1964
475.388,75600081.0,75604453.0,14.5,0.4736,70.1,0.0,Male,Native student,,,Never repeated,Never,0.1777,,,,,-1.0693,Public,4.0,,0.5624
468.864,75600178.0,75604454.0,16.0,0.7512,50.73,0.0,Male,Native student,1.9561,0.7774,Repeated at lease once,Never,-0.3029,-2.0719,-2.1066,-1.4212,0.8889,-1.0693,Public,7.0,50.0,0.5681
569.241,75600264.0,75604455.0,14.5,1.4348,41.27,0.0,Male,Native student,-0.2675,-0.2045,Never repeated,Never,0.1997,0.1715,0.4472,-1.4212,0.8909,-0.8059,Public,5.0,45.0,0.4252
700.092,75600012.0,75604456.0,16.0,-0.0734,72.83,2.0,Female,Native student,1.2562,-0.3744,Never repeated,Never,-0.3695,0.8153,-0.5635,-0.6884,1.0,0.4357,Public,5.0,45.0,0.6362
519.459,75600071.0,75604457.0,14.5,-0.2293,82.31,0.0,Female,Native student,,,Never repeated,Never,-0.3272,,,,,-0.3322,Public,4.0,,0.4953
458.656,75600238.0,75604459.0,14.5,0.2753,56.57,1.0,Female,Native student,0.463,,Never repeated,One or two times,-0.3155,0.2283,-2.1066,-1.4212,1.0,-1.0693,Public,4.0,45.0,0.223
347.194,75600024.0,75604460.0,3.0,-0.3632,,0.0,Female,Second-Generation student,-1.3917,0.6566,Never repeated,One or two times,-0.313,,,,,1.5558,Public,4.0,,-2.4867
623.893,75600036.0,75604461.0,12.0,-0.244,,0.0,Male,Native student,-0.2313,0.1031,Never repeated,Never,1.1487,-2.0719,1.1402,-0.6344,1.0,-0.8059,Public,4.0,45.0,-0.5888
715.44,75600054.0,75604462.0,16.0,1.1643,74.66,2.0,Male,Second-Generation student,0.6136,-0.4577,Never repeated,Never,0.0926,-2.0719,-0.9675,-0.949,0.9065,-0.3322,Private independent,5.0,45.0,1.1949
448.295,75600103.0,75604463.0,16.0,0.2011,24.53,1.0,Male,Native student,-0.7901,0.544,Never repeated,Never,-1.031,0.1795,-0.9675,-0.949,0.84,-1.0693,Public,0.0,,-0.1595
521.763,75600051.0,75604464.0,16.0,1.0687,75.13,0.0,Male,Native student,0.8859,1.2918,Repeated at lease once,Never,0.6387,-1.0283,0.4622,-0.4839,0.1509,0.8211,Public,5.0,50.0,1.1633
583.484,75600226.0,75604465.0,12.0,-0.6445,59.45,1.0,Female,Native student,0.3717,-1.6741,Never repeated,Never,0.3847,-0.1348,-2.1066,-0.6884,1.0,-0.3322,Public,3.0,45.0,-0.5353
427.035,75600163.0,75604466.0,12.0,-1.2463,22.77,0.0,Female,First-Generation student,-0.8286,0.3378,Repeated at lease once,Never,-0.0504,-0.335,-1.1673,-1.4212,,0.4357,Public,5.0,45.0,-1.4828
510.612,75600142.0,75604467.0,16.0,0.5166,75.5,1.0,Male,Native student,,,Never repeated,Never,0.3884,0.1795,0.4622,1.0283,0.3438,-1.0693,Public,0.0,,0.9365
552.184,75600067.0,75604468.0,16.0,-0.3047,56.0,0.0,Male,Native student,2.0435,-0.3794,Never repeated,Never,-0.5247,1.4126,0.2841,-1.4212,0.7559,-0.8059,Public,5.0,45.0,0.2204
435.984,75600158.0,75604469.0,14.5,-0.1836,21.82,-1.0,Female,First-Generation student,,,Never repeated,Three or four times,,1.3046,-1.1673,-0.6884,0.0,,Public,,45.0,-0.6275
290.091,75600204.0,75604470.0,9.0,-1.7815,,-1.0,Male,First-Generation student,,,Repeated at lease once,Never,,,,,0.974,,Public,,,-2.3024
522.104,75600046.0,75604471.0,12.0,0.0108,44.92,0.0,Female,Native student,-0.1511,1.0112,Never repeated,Never,0.123,,,,,-0.1002,Public,5.0,,-0.5321
399.4,75600035.0,75604472.0,16.0,-1.2072,31.15,0.0,Female,Native student,-0.4265,0.4067,Never repeated,Never,0.7631,0.4781,0.7007,-0.6483,0.0444,-0.3322,Public,5.0,45.0,-0.631
462.97,75600224.0,75604473.0,16.0,-0.4484,30.9,1.0,Male,Native student,-0.8529,-1.2286,Never repeated,Never,-0.673,,,,0.9013,1.5558,Public,2.0,,-0.3144
614.637,75600095.0,75604474.0,9.0,0.4349,46.76,1.0,Female,Second-Generation student,2.009,-2.249,Never repeated,Never,-0.8254,-0.0384,-1.1673,-1.4212,,-0.1002,Public,5.0,45.0,-0.8255
486.617,75600235.0,75604475.0,14.5,-0.8131,24.53,1.0,Male,Second-Generation student,0.4954,-0.2885,Never repeated,Never,-0.7263,0.6121,-0.9675,0.9762,,-0.3322,Public,4.0,45.0,-0.8429
543.54,75600146.0,75604478.0,16.0,0.0171,80.46,0.0,Female,Native student,-0.798,0.6566,Never repeated,Never,-0.0787,0.4651,0.961,-0.6884,1.0,-0.0904,Public,4.0,45.0,0.8185
463.638,75600235.0,75604479.0,9.0,-1.1391,24.07,1.0,Female,Second-Generation student,-1.4458,2.6109,Never repeated,Never,0.1295,0.6121,-0.9675,0.9762,,-2.9095,Public,4.0,45.0,-1.9205
450.557,75600240.0,75604480.0,,-1.415,,0.0,Male,,,,Never repeated,Never,0.4966,-0.335,1.3305,0.8339,0.9286,-0.8059,Public,4.0,45.0,
533.068,75600081.0,75604481.0,16.0,0.6867,76.65,0.0,Female,Native student,-0.3791,-0.2045,Never repeated,Never,-0.1124,,,,,-0.3322,Public,5.0,,1.0302
375.264,75600040.0,75604482.0,14.5,-1.6083,14.64,-1.0,Female,Second-Generation student,-0.1637,0.6647,Repeated at lease once,Three or four times,-0.6061,0.3894,-0.5635,-1.4212,0.989,0.4357,Public,5.0,45.0,-1.3665
497.209,75600052.0,75604483.0,16.0,0.6306,,0.0,Male,Native student,-0.6397,-0.2045,Never repeated,Never,0.4522,-0.0384,0.6857,-0.113,0.9898,0.4357,Public,5.0,45.0,0.0533
579.208,75600265.0,75604484.0,16.0,-0.0525,65.12,0.0,Female,Native student,1.1602,-0.4577,Never repeated,Never,1.7598,-1.1906,-2.1066,-1.4212,1.0,1.5558,Public,5.0,45.0,0.4994
372.718,75600141.0,75604485.0,16.0,-0.0033,39.02,1.0,Female,Second-Generation student,-3.403,2.6149,Never repeated,One or two times,-1.3158,0.8153,,,,-1.7015,Public,3.0,45.0,0.0275
588.004,75600233.0,75604486.0,16.0,0.1892,14.64,0.0,Male,Native student,-0.0473,-0.755,Never repeated,Never,1.1855,-0.0956,0.7137,-1.4212,0.9792,1.5558,Public,5.0,50.0,-0.3513
453.433,75600076.0,75604488.0,16.0,-0.106,52.72,0.0,Female,Native student,-3.432,-0.2045,Never repeated,Never,0.1751,0.2408,-2.1066,0.4292,1.0,-1.0693,Public,6.0,45.0,0.2427
554.299,75600208.0,75604489.0,16.0,0.8892,83.5,1.0,Female,Second-Generation student,1.3234,0.133,Never repeated,Never,0.4426,0.2913,-1.1673,-0.6924,0.0,-0.5635,Public,4.0,45.0,1.2453
475.789,75600114.0,75604490.0,14.5,-0.6883,75.54,0.0,Male,Native student,-1.041,-0.0575,Never repeated,Never,-0.6966,,,,1.0,-0.3322,Public,5.0,,0.173
591.2,75600028.0,75604491.0,16.0,-0.0871,73.38,3.0,Female,Second-Generation student,0.0457,-0.1371,Never repeated,Never,-0.1114,0.6947,-1.1673,-0.1445,1.0,-1.7015,Public,5.0,45.0,0.6407
536.105,75600059.0,75604492.0,14.5,0.2178,19.66,1.0,Male,Native student,,-1.1715,Never repeated,Never,1.8286,,,,,0.8211,Public,4.0,,-0.4983
507.252,75600256.0,75604493.0,9.0,-1.6027,,0.0,Male,First-Generation student,,,Repeated at lease once,Never,,,,,,,Public,5.0,,-1.5227
361.231,75600079.0,75604494.0,,-1.2511,,1.0,Female,First-Generation student,-0.3183,,Never repeated,Never,-0.0902,0.8153,-0.4295,-0.6884,0.7477,-0.1002,Public,2.0,45.0,
390.319,75600009.0,75604495.0,14.5,-0.9599,25.23,0.0,Female,First-Generation student,-0.7996,0.6387,Never repeated,Never,1.0989,-0.0384,0.0425,-1.4212,1.0,1.5558,Public,4.0,45.0,-0.8919
465.984,75600218.0,75604497.0,16.0,-0.9812,23.57,1.0,Male,Second-Generation student,-0.5318,,Never repeated,Never,-0.4763,2.3697,-0.5635,0.7889,1.0,-0.3322,Public,3.0,45.0,-0.6784
722.389,75600007.0,75604498.0,16.0,1.6233,75.43,1.0,Female,Native student,1.343,-0.9755,Never repeated,Never,1.189,1.0248,-0.1548,-0.6924,1.0,-0.1002,Public,3.0,45.0,1.4039
464.357,75600086.0,75604499.0,14.5,1.7149,55.25,1.0,Female,Native student,-1.8809,0.1031,Never repeated,Never,-2.2674,,,,,-0.1002,Public,2.0,,0.8078
505.661,75600075.0,75604500.0,,1.5281,77.1,0.0,Male,Native student,,,Never repeated,Never,,0.1945,-1.1673,-1.4212,,,Private independent,5.0,45.0,2.3772
379.462,75600065.0,75604501.0,16.0,1.1395,75.54,0.0,Male,Native student,-3.4021,1.0112,Never repeated,One or two times,-1.1755,,,,,-1.7015,Public,20.0,,1.201
304.575,75600135.0,75604502.0,16.0,-0.7542,88.7,0.0,Male,First-Generation student,-0.505,-0.5191,Never repeated,Never,1.8217,0.6935,0.0276,-1.4212,0.8,-1.3627,Public,4.0,45.0,0.6475
465.149,75600209.0,75604503.0,16.0,-0.6723,73.91,0.0,Female,Native student,-0.4977,,Never repeated,Never,0.6868,-3.3785,-0.5393,-1.4212,0.9677,1.5558,Public,3.0,45.0,0.4029
580.851,75600117.0,75604504.0,16.0,0.8176,57.37,1.0,Male,First-Generation student,-0.3156,0.1748,Never repeated,Never,0.3045,1.2892,0.0827,0.7681,1.0,-2.9095,Public,4.0,45.0,0.7216
555.936,75600028.0,75604505.0,16.0,0.6147,78.86,3.0,Female,First-Generation student,0.128,1.9159,Never repeated,Never,-0.6954,0.6947,-1.1673,-0.1445,1.0,-1.7015,Public,6.0,45.0,1.0415
407.895,75600147.0,75604506.0,14.5,0.3154,25.51,0.0,Female,Native student,,,Repeated at lease once,Never,,,,,,,Public,6.0,,-0.3465
623.965,75600237.0,75604507.0,16.0,0.6632,54.54,0.0,Female,Native student,,,Never repeated,Never,1.8372,1.1989,-0.9311,-1.4212,1.0,1.5558,Public,5.0,45.0,0.6028
538.849,75600182.0,75604508.0,16.0,1.9489,62.45,1.0,Female,Native student,-0.2749,-0.0394,Never repeated,Never,0.801,-0.6983,,,,-0.5635,Public,1.0,,1.2967
519.892,75600006.0,75604509.0,14.5,0.6118,57.03,0.0,Female,Native student,0.3933,1.0112,Never repeated,Never,-2.4227,-0.0956,-0.5635,-0.6884,0.9155,0.4357,Public,5.0,50.0,0.3742
526.366,75600210.0,75604510.0,16.0,0.8419,56.0,0.0,Female,Native student,0.2858,-0.8811,Never repeated,Never,0.7631,-1.4545,0.7007,-1.4212,0.7931,0.4357,Public,5.0,45.0,0.706
620.52,75600234.0,75604512.0,12.0,0.8658,60.29,1.0,Male,Native student,0.7942,-2.382,Never repeated,Never,0.1085,-0.3856,-2.1066,-1.4212,1.0,1.5558,Public,1.0,45.0,0.1202
595.681,75600051.0,75604513.0,16.0,1.6501,75.13,0.0,Male,Second-Generation student,,,Never repeated,Never,-0.7193,-1.0283,0.4622,-0.4839,0.1509,,Public,5.0,50.0,1.4095
450.789,75600153.0,75604514.0,16.0,0.186,28.48,0.0,Female,Native student,,,Never repeated,Never,,-1.4545,-2.1066,-1.4212,0.9667,,Public,,45.0,-0.0914
758.038,75600095.0,75604515.0,16.0,0.5308,81.92,1.0,Male,First-Generation student,1.7494,-0.6243,Never repeated,Never,-0.5067,-0.0384,-1.1673,-1.4212,,-0.8059,Public,7.0,45.0,1.0637
588.004,75600168.0,75604516.0,14.5,0.1522,35.7,0.0,Male,Native student,0.7403,0.1932,Repeated at lease once,One or two times,0.7331,0.1795,-0.9675,-0.9432,0.8043,-0.1002,Public,5.0,50.0,-0.2232
375.299,75600035.0,75604517.0,14.5,-1.2077,50.9,0.0,Male,Second-Generation student,,,Repeated at lease once,One or two times,-1.0127,0.4781,0.7007,-0.6483,0.0444,,Public,0.0,45.0,-0.5122
586.214,75600138.0,75604518.0,16.0,1.0947,80.46,0.0,Male,Native student,1.2178,-1.6654,Repeated at lease once,Never,0.7097,-0.2686,-0.4502,-1.4212,0.9591,-0.3322,Public,4.0,45.0,1.275
609.093,75600146.0,75604519.0,16.0,0.471,70.89,0.0,Female,Native student,0.8663,-0.3794,Never repeated,Never,-1.307,0.4651,0.961,-0.6884,1.0,-0.3322,Public,4.0,45.0,0.8301
439.773,75600263.0,75604520.0,14.5,0.3001,75.13,-1.0,Male,First-Generation student,,,Repeated at lease once,Never,-0.1668,0.2211,-0.6909,-1.4212,1.0,-0.1002,Public,6.0,45.0,0.5839
678.749,75600092.0,75604523.0,16.0,1.1111,77.88,1.0,Female,Native student,1.1571,-0.2045,Never repeated,Never,0.1765,-0.3925,0.9451,-0.4447,1.0,-0.3322,Public,3.0,45.0,1.2332
547.39,75600244.0,75604525.0,14.5,2.1214,44.94,0.0,Male,Native student,2.0904,1.5706,Never repeated,Never,0.7793,0.1795,0.4622,-0.3123,0.0,0.4357,Public,4.0,45.0,0.7853
471.328,75600045.0,75604526.0,14.5,1.2136,74.66,0.0,Male,Native student,-0.42,-1.299,Never repeated,Never,-1.1971,,,,,-2.9095,Public,5.0,,0.9619
556.247,75600155.0,75604527.0,16.0,1.1742,65.01,0.0,Male,Native student,0.4274,-0.7107,Never repeated,Never,-0.5233,0.6764,0.0425,-1.4212,0.0217,-0.3322,Public,5.0,45.0,1.0169
492.984,75600101.0,75604528.0,16.0,0.0237,59.85,1.0,Female,Native student,,,Never repeated,Never,,-1.0762,-0.9675,-0.949,0.7,,Public,0.0,45.0,0.4322
587.339,75600231.0,75604529.0,14.5,0.7396,79.74,1.0,Female,Native student,2.1576,-2.249,Never repeated,Never,1.7678,-0.9505,-1.1673,-0.6884,0.0278,-1.3627,Public,4.0,45.0,0.8571
393.221,75600061.0,75604530.0,14.5,-1.272,,0.0,Male,Native student,,,Never repeated,Never,,-1.6103,0.0878,-1.4212,1.0,,Public,2.0,45.0,-0.4568
518.444,75600134.0,75604531.0,16.0,-0.4908,46.76,0.0,Male,Second-Generation student,0.1941,-0.0423,Never repeated,Never,0.7097,,,,,-1.7015,Public,3.0,,-0.0328
540.59,75600018.0,75604532.0,14.5,0.3128,26.62,1.0,Female,Native student,,-0.35,Never repeated,Never,,-2.0719,-1.1673,-0.4526,0.9762,,Public,,45.0,-0.3266
562.511,75600197.0,75604534.0,16.0,1.3734,82.41,1.0,Female,Native student,0.4188,0.051,Never repeated,Never,-0.313,0.6532,-0.209,-0.949,0.9407,-1.0693,Public,4.0,45.0,1.4298
514.143,75600238.0,75604535.0,16.0,0.3318,65.01,1.0,Female,,-1.048,0.7889,Never repeated,Never,-1.0127,0.2283,-2.1066,-1.4212,1.0,-1.7015,Public,4.0,45.0,0.6601
370.018,75600005.0,75604536.0,9.0,-0.4192,16.5,0.0,Female,Second-Generation student,-1.289,-0.1172,Repeated at lease once,Never,-1.0311,,,,,0.8211,Public,5.0,,-1.7585
557.559,75600018.0,75604539.0,16.0,0.9197,75.54,1.0,Male,Native student,0.2389,-0.5191,Never repeated,Never,1.189,-2.0719,-1.1673,-0.4526,0.9762,1.5558,Public,5.0,45.0,1.1079
382.922,75600149.0,75604540.0,16.0,-0.4589,23.96,1.0,Male,First-Generation student,-1.2776,0.6387,Never repeated,Three or four times,-0.673,0.4215,-1.1673,0.8339,0.6216,0.8211,Public,0.0,45.0,-0.4498
544.256,75600120.0,75604541.0,14.5,0.6329,30.9,1.0,Female,Native student,1.0655,-0.5191,Never repeated,Never,0.7852,0.6058,-2.1066,-0.4907,0.5593,-0.1002,Public,2.0,45.0,-0.1103
516.831,75600104.0,75604542.0,16.0,0.5382,53.77,0.0,Female,Second-Generation student,-1.3754,0.602,Never repeated,Never,0.7652,-0.335,0.7007,-0.3123,0.7609,-1.0693,Public,5.0,45.0,0.5353
576.409,75600233.0,75604543.0,14.5,-0.1228,62.45,0.0,Female,Native student,0.6947,-0.8811,Repeated at lease once,Never,-1.0414,-0.0956,0.7137,-1.4212,0.9792,0.1475,Public,5.0,50.0,0.1654
695.127,75600139.0,75604544.0,12.0,0.6979,51.92,1.0,Male,Native student,1.2207,-2.3755,Never repeated,Never,-0.5067,,,,1.0,-0.1002,Public,3.0,,-0.1089
533.49,75600240.0,75604545.0,16.0,0.029,82.41,0.0,Male,Native student,0.6265,-0.9158,Never repeated,Never,-0.5532,-0.335,1.3305,0.8339,0.9286,0.8211,Public,3.0,45.0,0.8604
589.837,75600044.0,75604546.0,16.0,0.8846,76.49,1.0,Male,Native student,0.3102,0.051,Never repeated,Never,0.1295,-0.9505,-2.1066,-1.4212,0.0189,-0.5635,Public,4.0,45.0,1.111
449.661,75600084.0,75604547.0,16.0,1.3072,29.16,0.0,Male,Native student,-0.7333,-1.6826,Never repeated,Never,-1.0414,1.0522,-0.5635,-0.6844,0.8039,0.8211,Public,8.0,45.0,0.3963
515.196,75600126.0,75604548.0,12.0,0.5639,25.04,1.0,Female,Native student,-0.2242,,Never repeated,Never,,0.8273,-0.2766,-1.4212,0.8571,,Public,0.0,45.0,-0.6732
496.545,75600229.0,75604549.0,12.0,-0.4686,,1.0,Female,Native student,,,Never repeated,Never,-0.1219,,,,,1.5558,Public,5.0,,-0.8918
654.908,75600102.0,75604551.0,16.0,0.0524,73.91,1.0,Male,Native student,2.1594,-2.3868,Never repeated,Never,-0.2938,,,,,1.5558,Public,4.0,,0.7099
560.846,75600113.0,75604553.0,16.0,0.8631,29.81,0.0,Male,Second-Generation student,-0.0574,-0.9755,Never repeated,Three or four times,-0.6954,,,,,-0.5635,Public,5.0,,0.2205
623.343,75600060.0,75604555.0,16.0,1.1249,88.7,1.0,Male,Native student,-0.6097,-1.2286,Never repeated,One or two times,0.1085,,,,,-0.5635,Public,4.0,,1.4433
547.666,75600045.0,75604556.0,14.5,-0.149,30.78,0.0,Male,Native student,-0.2963,-1.2899,Never repeated,Never,1.6289,,,,,-1.0693,Public,5.0,,-0.4437
461.654,75600195.0,75604557.0,6.0,-0.5856,73.71,1.0,Female,Second-Generation student,-0.9664,-0.0423,Never repeated,Never,0.6947,0.1795,-0.5635,-0.6344,0.5,0.4357,Private Government-dependent,0.0,,-1.2565
633.216,75600002.0,75604560.0,16.0,0.8632,76.98,1.0,Female,Second-Generation student,0.0465,-0.0394,Never repeated,Never,0.4967,-0.1522,-1.1673,-1.4212,0.9655,-0.3322,Public,4.0,40.0,1.1112
670.776,75600054.0,75604561.0,16.0,1.5104,84.61,2.0,Female,Native student,1.3168,-0.0575,Never repeated,Never,1.8365,-2.0719,-0.9675,-0.949,0.9065,-0.1002,Private independent,5.0,45.0,1.5294
626.588,75600085.0,75604562.0,14.5,0.8006,58.77,1.0,Female,Native student,-0.2344,,Never repeated,Never,-0.6497,0.6482,-1.1673,-1.4212,1.0,-1.0693,Public,6.0,45.0,0.487
627.629,75600226.0,75604563.0,6.0,0.4602,28.48,1.0,Male,Second-Generation student,0.7645,1.1287,Never repeated,Never,-0.1254,-0.1348,-2.1066,-0.6884,1.0,-0.3322,Public,3.0,45.0,-1.6676
459.01,75600078.0,75604564.0,14.5,0.9177,59.89,0.0,Female,Native student,0.3278,0.051,Repeated at lease once,Never,-0.3586,-0.079,-1.1673,-0.949,0.9885,-0.5635,Public,5.0,45.0,0.5578
466.714,75600106.0,75604565.0,16.0,1.163,43.33,0.0,Male,Second-Generation student,-0.9104,0.429,Never repeated,Never,-0.7263,0.4781,0.0276,-0.6924,0.9545,-1.7015,Public,5.0,50.0,0.6028
541.86,75600172.0,75604566.0,,0.2957,,0.0,Male,Native student,0.1941,-0.6243,Never repeated,Never,1.843,-0.9148,-0.6909,-1.4212,1.0,0.1475,Public,7.0,45.0,
614.349,75600007.0,75604567.0,16.0,0.9875,88.96,1.0,Female,Native student,-0.0064,0.1932,Never repeated,Never,-0.1273,1.0248,-0.1548,-0.6924,1.0,-0.3322,Public,3.0,45.0,1.3901
425.444,75600040.0,75604568.0,,-0.1842,30.34,0.0,Female,Second-Generation student,2.0158,-2.249,Never repeated,Never,0.0926,0.3894,-0.5635,-1.4212,0.989,,Public,4.0,45.0,-1.12
582.748,75600163.0,75604569.0,16.0,0.0351,79.74,0.0,Male,Native student,-1.6788,-0.1039,Never repeated,Never,0.1548,-0.335,-1.1673,-1.4212,,-0.3322,Public,5.0,45.0,0.8126
424.528,75600066.0,75604570.0,14.5,-0.8657,32.5,0.0,Female,Native student,-1.7074,,Never repeated,Never,-1.3899,-0.7453,-2.1066,-0.6884,0.9839,0.8211,Public,3.0,50.0,-0.7147
529.162,75600226.0,75604571.0,16.0,0.96,80.92,1.0,Female,Native student,-0.4957,0.1031,Never repeated,Never,0.2007,-0.1348,-2.1066,-0.6884,1.0,-1.7015,Public,3.0,45.0,1.2266
463.094,75600013.0,75604572.0,16.0,0.4286,,0.0,Male,Native student,,,Repeated at lease once,Never,-1.031,0.6121,-0.2766,-0.9432,1.0,-0.1002,Public,4.0,50.0,0.5647
481.476,75600039.0,75604573.0,14.5,1.5043,68.55,1.0,Male,Native student,,,Never repeated,Never,-0.8553,0.3843,-0.6909,-1.4212,0.5357,-0.8059,Public,0.0,90.0,0.9697
493.026,75600114.0,75604574.0,16.0,1.214,56.0,0.0,Male,Second-Generation student,,,Never repeated,Never,1.8217,,,,1.0,0.1475,Public,6.0,,0.8636
453.993,75600149.0,75604575.0,12.0,-1.4947,25.04,1.0,Male,First-Generation student,0.9819,,Never repeated,Never,-0.1273,0.4215,-1.1673,0.8339,0.6216,-2.1346,Public,2.0,45.0,-1.5451
374.346,75600178.0,75604576.0,,-1.2473,28.48,0.0,Female,Native student,,,Repeated at lease once,Never,,-2.0719,-2.1066,-1.4212,0.8889,,Public,5.0,50.0,-1.0113
722.988,75600028.0,75604577.0,16.0,1.0025,73.91,1.0,Female,Native student,1.2361,-0.7107,Never repeated,Never,0.3552,0.6947,-1.1673,-0.1445,1.0,-1.3627,Public,6.0,45.0,1.1123
300.331,75600077.0,75604578.0,14.5,-1.6432,22.77,0.0,Male,First-Generation student,-0.9295,0.429,Never repeated,One or two times,-0.6931,,,,,0.8211,Public,0.0,,-1.2278
